epoch	arm	cpu_usec	cpu_throttled	uptime_s	nMR	VmRSS_kB	VmHWM_kB	anon_kB	privclean_kB	cg_current_kB	cg_anon_kB	cg_active_anon_kB	cg_anon_thp_kB	cg_file_kB	cg_inactive_file_kB	cg_peak_kB	heapalloc_kB	heapinuse_kB	heapidle_kB	heapreleased_kB	heapsys_kB	gosys_kB	goroutines	nextgc_kB
1788080284	r100-50	105825156	0	1981	50	251368	372500	81604	169760	83716	81604	81600	8192	4	4	217900	28407	39736	147784	144288	187520	228410	6034	36062
1788080304	r100-50	106236585	0	2001	50	251444	372500	81680	169760	84044	81680	81676	8192	4	4	217900	28135	39808	147712	144216	187520	228410	6034	36920
1788080324	r100-50	107700441	0	2021	50	251464	372500	81700	169760	84592	81700	81696	8192	4	4	217900	29797	39904	147584	144216	187488	228410	6036	36688
1788080344	r100-50	108515406	0	2041	50	251480	372500	81716	169760	83580	81716	81712	8192	4	4	217900	31474	40760	146696	144216	187456	228410	6036	36712
1788080365	r100-50	109060887	0	2062	50	251480	372500	81716	169760	83096	81716	81712	8192	4	4	217900	28183	39576	147944	144216	187520	228410	6036	36820
1788080385	r100-50	110614849	0	2082	50	251500	372500	81736	169760	84604	81736	81724	8192	4	4	217900	27781	39360	148192	144216	187552	228410	6040	36495
1788080405	r100-50	111281153	0	2102	50	251504	372500	81740	169760	83872	81740	81736	8192	4	4	217900	30098	39832	147656	144216	187488	228410	6040	36358
1788080425	r100-50	111834193	0	2122	50	251508	372500	81744	169760	83624	81744	81740	8192	4	4	217900	29159	39704	147848	144216	187552	228410	6038	36932
1788080445	r100-50	113724750	0	2142	50	251536	372500	81772	169760	84556	81772	81764	8192	4	4	217900	28821	39480	148040	144216	187520	228410	6038	36933
# 1788080458 MATRIX DONE
# 1788080458 MATRIX DONE
# 1788080458 MATRIX DONE
# 1788080458 ARM v10-ctrl-50 ENV BIN=provider-v10 UPJET_FAMILY_FILTER=s3 GODEBUG=disablethp=1 GOGC=25 UPJET_PPROF_ADDR=:6060 RATE=10 UPJET_LAZY_CONVERT=1 UPJET_SHARE_SCHEME=1 UPJET_NO_LOG_SAMPLER=1 UPJET_CLEAR_SCHEMAFUNC=1 UPJET_STRIP_CACHE_METADATA=1 UPJET_SCHEME_FAMILY=1 UPJET_CACHE_AWS_CLIENT=1
# 1788080465 READY v10-ctrl-50 ready_s=3
# 1788080465 LOG v10-ctrl-50 {"level":"info","ts":1788080464.453831,"logger":"provider-aws","msg":"provider configuration built","sinceStart":"903.307042ms","clusterResources":25,"namespacedResources":25}
1788080465	v10-ctrl-50	2917569	0	2	0	225656	281192	62884	162768	64212	62884	62880	0	32	32	124120	24180	30016	75584	74184	105600	141206	6019	31990
1788080485	v10-ctrl-50	3277796	0	22	0	232404	281192	66820	165580	68820	66820	66816	0	32	32	124120	25780	31712	73632	69960	105344	141206	6032	32571
1788080506	v10-ctrl-50	3597184	0	43	0	233028	281192	67392	165632	68956	67392	67384	0	32	32	124120	25814	31696	73680	69664	105376	141206	6031	32696
1788080526	v10-ctrl-50	3928192	0	63	0	233448	281192	67812	165632	70492	67812	67772	0	32	32	124120	25267	31200	74240	69496	105440	141206	6031	32672
1788080546	v10-ctrl-50	4166851	0	83	0	233592	281192	67956	165632	69528	67956	67952	0	32	32	124120	28208	33984	71360	69288	105344	141206	6031	32728
# 1788080555 PHASE v10-ctrl-50 idle-done
# 1788080565 CREATED v10-ctrl-50 ready_buckets=50 in 100s
1788080566	v10-ctrl-50	7581785	0	103	50	246820	281192	77300	169516	79232	77300	77296	0	32	32	124120	27595	38792	65592	60752	104384	141974	6068	35721
1788080586	v10-ctrl-50	7854653	0	123	50	247912	281192	78392	169516	80352	78392	78384	8192	32	32	124120	31035	40888	63496	60752	104384	141974	6068	36344
1788080606	v10-ctrl-50	8165973	0	143	50	247912	281192	78392	169516	80576	78392	78388	8192	32	32	124120	28497	39344	65104	60752	104448	141974	6068	35975
1788080627	v10-ctrl-50	10325288	0	164	50	247000	281192	77480	169516	78876	77480	77476	8192	32	32	124120	30077	38640	65744	61712	104384	141974	6058	36155
1788080647	v10-ctrl-50	10663071	0	184	50	247000	281192	77480	169516	79620	77480	77476	8192	32	32	124120	28955	38432	66112	61712	104544	141974	6042	35620
1788080667	v10-ctrl-50	10993493	0	204	50	247000	281192	77480	169516	79596	77480	77476	8192	32	32	124120	29098	38456	66120	61712	104576	141974	6036	35893
1788080687	v10-ctrl-50	13152302	0	224	50	245980	281192	76400	169576	78012	76400	76396	8192	32	32	124120	30734	38800	65936	62800	104736	141974	6036	35934
1788080707	v10-ctrl-50	13500883	0	244	50	245980	281192	76400	169576	78544	76400	76396	8192	32	32	124120	29982	38784	66080	62800	104864	141974	6036	35915
1788080727	v10-ctrl-50	13838915	0	264	50	245980	281192	76400	169576	78256	76400	76396	8192	32	32	124120	28583	37984	66944	62800	104928	141974	6036	36137
1788080748	v10-ctrl-50	16063488	0	285	50	246064	281192	76424	169636	78284	76424	76420	8192	32	32	124120	29800	38088	66744	62800	104832	142230	6036	36342
# 1788080765 LIMITS v10-ctrl-50 restarts=0 lastTerm=none max=max peak=4927488 events: low 0 high 0 max 0 oom 0 oom_kill 0 oom_group_kill 0 sock_throttled 0 
# 1788080765 END v10-ctrl-50
# 1788080765 ARM v10-nodebug-50 ENV BIN=provider-v10 UPJET_FAMILY_FILTER=s3 GODEBUG=disablethp=1 GOGC=25 UPJET_PPROF_ADDR=:6060 RATE=10 UPJET_LAZY_CONVERT=1 UPJET_SHARE_SCHEME=1 UPJET_NO_LOG_SAMPLER=1 UPJET_CLEAR_SCHEMAFUNC=1 UPJET_STRIP_CACHE_METADATA=1 UPJET_SCHEME_FAMILY=1 UPJET_CACHE_AWS_CLIENT=1 UPJET_SUPPRESS_SDK_DEBUG_LOG=1
# 1788080773 READY v10-nodebug-50 ready_s=3
# 1788080773 LOG v10-nodebug-50 {"level":"info","ts":1788080771.435966,"logger":"provider-aws","msg":"provider configuration built","sinceStart":"859.047542ms","clusterResources":25,"namespacedResources":25}
1788080788	v10-nodebug-50	2986631	0	18	0	228056	281396	64764	163288	67728	64764	64760	0	4	4	126276	24357	29920	75904	72520	105824	141446	6021	32206
1788080808	v10-nodebug-50	3229054	0	38	0	229440	281396	66148	163288	67644	66148	66144	0	4	4	126276	26976	32608	73120	71472	105728	141446	6021	32151
1788080828	v10-nodebug-50	3507296	0	58	0	230080	281396	66788	163288	68524	66788	66732	0	4	4	126276	25698	31208	74552	70816	105760	141446	6021	32178
1788080848	v10-nodebug-50	3844401	0	78	0	230728	281396	67180	163544	68428	67172	67080	0	4	4	126276	24874	30368	75392	70456	105760	141446	6021	32288
# 1788080863 PHASE v10-nodebug-50 idle-done
1788080868	v10-nodebug-50	6256093	0	98	50	242924	281396	75644	167276	77304	75644	75640	0	4	4	126276	27373	37704	67512	62592	105216	141446	6059	35996
# 1788080874 CREATED v10-nodebug-50 ready_buckets=50 in 101s
1788080889	v10-nodebug-50	6515931	0	119	50	242924	281396	75644	167276	77256	75644	75640	0	4	4	126276	30223	39672	65576	62592	105248	141446	6059	35836
1788080909	v10-nodebug-50	6874653	0	139	50	242988	281396	75644	167340	77008	75644	75640	0	4	4	126276	30168	39592	65688	62592	105280	141446	6059	35854
1788080929	v10-nodebug-50	8518517	0	159	50	242068	281396	74532	167532	76104	74532	74516	0	4	4	126276	27526	36768	68448	63808	105216	141446	6043	36090
1788080949	v10-nodebug-50	8779923	0	179	50	242136	281396	74536	167596	76364	74536	74532	0	4	4	126276	30328	38728	66520	63808	105248	141446	6043	35837
1788080969	v10-nodebug-50	9119123	0	199	50	242144	281396	74544	167596	76088	74544	74540	0	4	4	126276	29787	38168	67112	63808	105280	141446	6027	35862
1788080989	v10-nodebug-50	10789298	0	219	50	241504	281396	73908	167592	76456	73908	73904	0	4	4	126276	28541	36432	68752	64512	105184	141446	6027	35476
1788081010	v10-nodebug-50	11181743	0	240	50	241572	281396	73912	167656	75712	73912	73908	0	4	4	126276	28874	37360	67984	64512	105344	141446	6027	35595
1788081030	v10-nodebug-50	11548706	0	260	50	241572	281396	73912	167656	75468	73912	73908	0	4	4	126276	29082	37304	68040	64512	105344	141446	6027	35857
1788081050	v10-nodebug-50	13231214	0	280	50	241068	281396	73408	167656	75704	73408	73396	0	4	4	126276	30045	36960	68224	65088	105184	141446	6033	36049
1788081070	v10-nodebug-50	13607733	0	300	50	241072	281396	73412	167656	75472	73412	73408	0	4	4	126276	28938	37264	68048	65088	105312	141446	6033	35828
# 1788081074 LIMITS v10-nodebug-50 restarts=0 lastTerm=none max=max peak=129306624 events: low 0 high 0 max 0 oom 0 oom_kill 0 oom_group_kill 0 sock_throttled 0 
# 1788081074 END v10-nodebug-50
# 1788081074 ARM v10-ctrl-500 ENV BIN=provider-v10 UPJET_FAMILY_FILTER=s3 GODEBUG=disablethp=1 GOGC=25 UPJET_PPROF_ADDR=:6060 RATE=10 UPJET_LAZY_CONVERT=1 UPJET_SHARE_SCHEME=1 UPJET_NO_LOG_SAMPLER=1 UPJET_CLEAR_SCHEMAFUNC=1 UPJET_STRIP_CACHE_METADATA=1 UPJET_SCHEME_FAMILY=1 UPJET_CACHE_AWS_CLIENT=1 MRS=500
# 1788081080 READY v10-ctrl-500 ready_s=2
# 1788081080 LOG v10-ctrl-500 {"level":"info","ts":1788081079.8033547,"logger":"provider-aws","msg":"provider configuration built","sinceStart":"865.959584ms","clusterResources":25,"namespacedResources":25}
1788081090	v10-ctrl-500	2881044	0	12	0	228068	277088	64524	163540	66516	64524	64424	0	4	4	121884	25539	30736	70704	68608	101440	137294	6021	32371
1788081110	v10-ctrl-500	3177012	0	32	0	230136	277088	66592	163540	68560	66584	66556	0	4	4	121884	24859	30152	71352	66736	101504	137294	6021	32199
1788081131	v10-ctrl-500	3452198	0	53	0	230532	277088	66992	163536	68480	66944	66940	0	4	4	121884	27712	33256	68184	66456	101440	137294	6021	32098
1788081151	v10-ctrl-500	3807092	0	73	0	232080	277088	68160	163916	70152	68152	68148	0	4	4	121884	26034	31600	69808	65344	101408	137294	6021	32406
# 1788081170 PHASE v10-ctrl-500 idle-done
1788081171	v10-ctrl-500	5970584	0	93	388	258144	277088	89652	168488	91916	89452	89332	0	4	4	121884	38690	48088	45256	43048	93344	137294	6249	47946
1788081191	v10-ctrl-500	31070015	0	113	500	284516	290764	115072	169440	116916	115072	115064	0	4	4	125892	56046	72632	26632	20640	99264	139350	6068	63656
# 1788081192 CREATED v10-ctrl-500 ready_buckets=500 in 112s
1788081211	v10-ctrl-500	31366042	0	133	500	284204	290764	114632	169568	116224	114632	114616	0	4	4	125892	53603	71208	28504	21096	99712	139350	6068	62668
1788081232	v10-ctrl-500	32650541	0	154	500	283760	290764	114188	169568	117044	114184	114172	0	4	4	125892	52971	69976	29640	21584	99616	139350	6068	62126
1788081252	v10-ctrl-500	47615863	0	174	500	283584	294500	113436	170144	115532	113436	113432	0	4	4	128924	53319	72400	27184	22936	99584	139878	6068	62291
1788081272	v10-ctrl-500	48080534	0	194	500	283760	294500	113612	170144	115716	113612	113608	0	4	4	128924	51279	71472	28528	22760	100000	139878	6068	62251
1788081292	v10-ctrl-500	49910123	0	214	500	283812	294500	113664	170144	115988	113652	113640	0	4	4	128924	56662	72400	27408	22760	99808	139878	6068	62990
1788081313	v10-ctrl-500	61567487	0	235	500	282432	294500	112220	170208	114384	112220	112216	0	4	4	128924	50440	68080	32400	24656	100480	140134	6064	63467
1788081333	v10-ctrl-500	61938774	0	255	500	283120	294500	112908	170208	114824	112908	112904	0	4	4	128924	54544	70368	30144	23968	100512	140134	6064	62402
1788081353	v10-ctrl-500	64038249	0	275	500	281968	294500	111756	170208	114400	111748	111724	0	4	4	128924	54641	68752	31824	25160	100576	140134	6052	63380
1788081373	v10-ctrl-500	75668544	0	295	500	280984	294500	110708	170272	112348	110708	110688	0	4	4	128924	52195	67992	32712	26584	100704	140902	6050	62827
# 1788081392 LIMITS v10-ctrl-500 restarts=0 lastTerm=none max=max peak=5345280 events: low 0 high 0 max 0 oom 0 oom_kill 0 oom_group_kill 0 sock_throttled 0 
# 1788081392 END v10-ctrl-500
# 1788081392 ARM v10-nodebug-500 ENV BIN=provider-v10 UPJET_FAMILY_FILTER=s3 GODEBUG=disablethp=1 GOGC=25 UPJET_PPROF_ADDR=:6060 RATE=10 UPJET_LAZY_CONVERT=1 UPJET_SHARE_SCHEME=1 UPJET_NO_LOG_SAMPLER=1 UPJET_CLEAR_SCHEMAFUNC=1 UPJET_STRIP_CACHE_METADATA=1 UPJET_SCHEME_FAMILY=1 UPJET_CACHE_AWS_CLIENT=1 MRS=500 UPJET_SUPPRESS_SDK_DEBUG_LOG=1
1788081393	v10-ctrl-500	77942620	0	315	500	294712	294712	124372	170336	127048	124380	124352	0	4	4	128924	61953	77208	15816	11656	93024	140902	6280	76706
1788081413	v10-nodebug-500	1351796	0	0	0	279604	279604	122120	157480	124504	122120	122012	0	4	4	124504								
# 1788081415 READY v10-nodebug-500 ready_s=3
# 1788081415 LOG v10-nodebug-500 {"level":"info","ts":1788081414.3840318,"logger":"provider-aws","msg":"provider configuration built","sinceStart":"873.1775ms","clusterResources":25,"namespacedResources":25}
1788081435	v10-nodebug-500	3101035	0	22	0	229060	279180	65264	163792	66776	65264	65168	0	4	4	124504	26347	32008	73400	71912	105408	141446	6031	32726
1788081455	v10-nodebug-500	3405851	0	42	0	230524	279180	66728	163792	67988	66728	66692	0	4	4	124504	25859	31384	74024	70808	105408	141446	6031	32623
1788081475	v10-nodebug-500	3715256	0	62	0	230632	279180	66836	163792	68860	66828	66824	0	4	4	124504	25185	30952	74456	70768	105408	141446	6031	32558
1788081495	v10-nodebug-500	4003003	0	82	0	231556	279180	67764	163788	69788	67748	67740	0	4	4	124504	28179	34008	71336	69792	105344	141446	6031	32819
# 1788081505 PHASE v10-nodebug-500 idle-done
1788081515	v10-nodebug-500	20737112	0	102	500	288684	288684	119304	169376	122616	119304	119300	0	4	4	124504	65514	74280	23512	18992	97792	142486	6249	73393
# 1788081527 CREATED v10-nodebug-500 ready_buckets=500 in 112s
1788081535	v10-nodebug-500	24332260	0	122	500	279848	287936	110468	169376	112684	110452	110448	0	4	4	124504	52979	70920	33112	28704	104032	142486	6068	62600
1788081556	v10-nodebug-500	24764215	0	143	500	280672	287936	111164	169504	113172	111164	111064	0	4	4	124504	49637	68848	35408	28016	104256	142486	6068	63220
1788081576	v10-nodebug-500	30979446	0	163	500	279880	287936	110248	169628	113324	110236	110164	0	4	4	124504	56195	69880	33416	29168	103296	142998	6068	62379
1788081596	v10-nodebug-500	34648145	0	183	500	279964	287936	110076	169884	111996	110076	110072	0	4	4	124504	50359	66984	37176	29440	104160	142998	6068	62373
1788081616	v10-nodebug-500	34985634	0	203	500	280308	287936	110420	169884	112324	110420	110416	0	4	4	124504	55360	69736	34520	29096	104256	142998	6062	63289
1788081636	v10-nodebug-500	41870002	0	223	500	279380	287936	109428	169948	112424	109428	109424	0	4	4	124504	53527	67232	36576	30288	103808	143510	6062	62635
1788081656	v10-nodebug-500	45140278	0	243	500	279504	287936	109552	169948	111608	109552	109452	0	4	4	124504	54021	69208	34856	30240	104064	143510	6062	62365
1788081677	v10-nodebug-500	45549450	0	264	500	280192	287936	110240	169948	112132	110240	110236	0	4	4	124504	49627	66960	37328	29552	104288	143510	6058	63208
1788081697	v10-nodebug-500	52856518	0	284	500	277916	287936	107964	169948	110448	107952	107940	0	4	4	124504	52578	67248	36720	31984	103968	143510	6054	63466
1788081717	v10-nodebug-500	55933294	0	304	500	278324	287936	108372	169948	110248	108372	108368	0	4	4	124504	52858	68200	36024	31640	104224	143766	6054	62239
# 1788081727 LIMITS v10-nodebug-500 restarts=0 lastTerm=none max=max peak=127492096 events: low 0 high 0 max 0 oom 0 oom_kill 0 oom_group_kill 0 sock_throttled 0 
# 1788081727 END v10-nodebug-500
# 1788081727 MATRIX DONE
1788081737	v10-nodebug-500	56336540	0	324	500	278668	287936	108716	169948	111104	108716	108712	0	4	4	124504	48841	66280	38104	31296	104384	143766	6054	62258
1788081757	v10-nodebug-500	63826157	0	344	500	278932	287936	108916	170012	111556	108916	108912	0	4	4	124504	53272	66864	36944	31256	103808	143766	6054	63204
1788081777	v10-nodebug-500	66812496	0	364	500	279104	287936	108960	170140	110812	108960	108956	0	4	4	124504	48414	65808	38512	31256	104320	143766	6054	61690
1788081798	v10-nodebug-500	67170601	0	385	500	279104	287936	108960	170140	111608	108960	108956	0	4	4	124504	53868	68592	35728	31256	104320	143766	6052	62386
1788081818	v10-nodebug-500	75020270	0	405	500	278816	287936	108544	170268	110912	108544	108540	0	4	4	124504	49251	66128	38032	31776	104160	144022	6054	62957
1788081838	v10-nodebug-500	77857415	0	425	500	279540	287936	109268	170268	111136	109268	109264	0	4	4	124504	52955	68272	35984	31088	104256	144022	6054	63426
1788081858	v10-nodebug-500	78579674	0	445	500	281208	287936	110936	170268	113312	110936	110932	6144	4	4	124504	56418	70752	33760	29752	104512	144022	6054	65813
1788081879	v10-nodebug-500	90816908	0	466	500	287280	289276	116752	170524	119168	116752	116748	6144	4	4	124504	56108	73800	30232	24144	104032	144022	6062	69165
1788081899	v10-nodebug-500	94359949	0	486	500	286460	289276	115932	170524	117948	115932	115928	6144	4	4	124504	59059	76352	28320	24848	104672	144022	6062	71037
1788081919	v10-nodebug-500	95092142	0	506	500	288828	289276	118300	170524	120828	118012	118008	6144	4	4	124504	62237	77104	27536	22584	104640	144022	6062	74868
1788081940	v10-nodebug-500	105488880	0	527	500	294216	296376	123688	170524	126704	123688	123684	6144	4	4	129352	64304	80168	24056	17336	104224	144278	6062	77991
1788081960	v10-nodebug-500	108191103	0	547	500	294364	296376	123836	170524	125500	123836	123832	6144	4	4	129352	65165	81488	23088	17216	104576	144278	6062	76977
1788081980	v10-nodebug-500	108576275	0	567	500	295028	296376	124500	170524	126416	124500	124496	6144	4	4	129352	62373	79360	25344	16568	104704	144278	6058	77314
1788082000	v10-nodebug-500	116160061	0	587	500	294172	296376	123644	170524	126556	123640	123624	6144	4	4	129352	68526	79760	24560	17528	104320	144278	6058	76849
1788082021	v10-nodebug-500	118162747	0	608	500	294644	296376	124116	170524	125752	124116	124112	6144	4	4	129352	69334	82704	21776	17072	104480	144278	6048	76135
1788082041	v10-nodebug-500	118783088	0	628	500	294644	296376	124116	170524	126236	124116	124112	6144	4	4	129352	62190	79024	25552	17072	104576	144278	6046	77007
1788082061	v10-nodebug-500	126451578	0	648	500	292864	296376	122336	170524	124988	122336	122332	6144	4	4	129352	63088	79224	25256	18968	104480	144286	6054	77270
1788082081	v10-nodebug-500	128523580	0	668	500	293568	296376	123040	170524	124952	123040	123036	6144	4	4	129352	67940	81784	22760	18280	104544	144286	6054	76899
1788082101	v10-nodebug-500	129276939	0	688	500	293916	296376	123388	170524	125036	123388	123384	6144	4	4	129352	63822	79072	25440	17936	104512	144286	6054	77013
1788082121	v10-nodebug-500	137077142	0	708	500	294008	296376	123480	170524	126124	123472	123468	6144	4	4	129352	69972	80576	23712	17936	104288	144542	6050	78814
1788082142	v10-nodebug-500	138862962	0	729	500	294024	296376	123496	170524	125144	123496	123492	6144	4	4	129352	67179	81592	22984	17936	104576	144542	6050	76254
1788082162	v10-nodebug-500	139751743	0	749	500	294028	296376	123500	170524	125872	123500	123496	6144	4	4	129352	60745	78760	25848	17936	104608	144542	6046	76944
1788082182	v10-nodebug-500	147621057	0	769	500	294104	296376	123576	170524	125960	123576	123572	6144	4	4	129352	66866	79568	24848	17936	104416	144542	6046	77580
1788082202	v10-nodebug-500	149447973	0	789	500	294112	296376	123584	170524	124980	123584	123580	6144	4	4	129352	63360	79800	24872	17936	104672	144542	6046	76802
1788082222	v10-nodebug-500	150351554	0	809	500	294120	296376	123592	170524	126204	123592	123584	6144	4	4	129352	61963	78576	26000	17936	104576	144542	6046	76898
1788082242	v10-nodebug-500	158240937	0	829	500	294220	296376	123692	170524	125860	123688	123680	6144	4	4	129352	63062	78688	25856	17936	104544	144798	6044	76252
1788082263	v10-nodebug-500	160187801	0	850	500	294232	296376	123704	170524	125088	123704	123700	6144	4	4	129352	60862	78992	25744	17936	104736	144798	6044	77206
1788082283	v10-nodebug-500	161235007	0	870	500	294236	296376	123708	170524	125840	123708	123704	6144	4	4	129352	60109	78544	26096	17936	104640	144798	6044	76708
1788082303	v10-nodebug-500	169187461	0	890	500	293580	296376	123052	170524	126200	123048	123040	6144	4	4	129352	60432	78736	25968	18672	104704	144798	6050	77315
1788082323	v10-nodebug-500	170856235	0	910	500	293588	296376	123060	170524	125472	123060	123056	6144	4	4	129352	64791	80008	24664	18672	104672	144798	6050	76503
1788082343	v10-nodebug-500	172033755	0	930	500	293936	296376	123408	170524	125564	123408	123400	6144	4	4	129352	67128	79272	25208	18328	104480	144798	6050	77273
1788082363	v10-nodebug-500	179847730	0	950	500	294004	296376	123476	170524	125404	123476	123472	6144	4	4	129352	67149	79472	24976	18328	104448	144798	6054	76924
# 1788082371 MATRIX DONE
# 1788082371 MATRIX DONE
# 1788082371 MATRIX DONE
# 1788082371 ARM sec-on-5000 ENV BIN=provider-v10 UPJET_FAMILY_FILTER=s3 GODEBUG=disablethp=1 GOGC=25 UPJET_PPROF_ADDR=:6060 RATE=10 UPJET_LAZY_CONVERT=1 UPJET_SHARE_SCHEME=1 UPJET_NO_LOG_SAMPLER=1 UPJET_CLEAR_SCHEMAFUNC=1 UPJET_STRIP_CACHE_METADATA=1 UPJET_SCHEME_FAMILY=1 UPJET_CACHE_AWS_CLIENT=1 UPJET_SUPPRESS_SDK_DEBUG_LOG=1 SECCACHE=true
# 1788082395 READY sec-on-5000 ready_s=4
# 1788082395 LOG sec-on-5000 {"level":"info","ts":1788082392.94877,"logger":"provider-aws","msg":"provider configuration built","sinceStart":"859.358792ms","clusterResources":25,"namespacedResources":25}
1788082404	sec-on-5000	3203502	0	13	0	245768	283588	81204	164560	82880	81204	81160	0	20	20	127988	36159	42128	63824	56520	105952	141198	6031	46956
1788082424	sec-on-5000	3446812	0	33	0	245808	283588	81248	164556	83032	81248	81244	0	20	20	127988	37152	43056	62864	56520	105920	141198	6031	46908
1788082444	sec-on-5000	3698225	0	53	0	245824	283588	81264	164556	83040	81264	81256	0	20	20	127988	38572	44664	61224	56520	105888	141198	6031	46754
1788082464	sec-on-5000	3979511	0	73	0	245828	283588	81268	164556	82536	81268	81264	0	20	20	127988	40238	46192	59664	56520	105856	141198	6032	46770
1788082484	sec-on-5000	4209403	0	93	0	245856	283588	81296	164556	82816	81296	81292	0	20	20	127988	40579	46680	59176	56496	105856	141198	6031	46777
# 1788082496 MATRIX DONE
# 1788082496 MATRIX DONE
# 1788082496 MATRIX DONE
# 1788082496 ARM sec-on-5000 ENV BIN=provider-v10 UPJET_FAMILY_FILTER=s3 GODEBUG=disablethp=1 GOGC=25 UPJET_PPROF_ADDR=:6060 RATE=10 UPJET_LAZY_CONVERT=1 UPJET_SHARE_SCHEME=1 UPJET_NO_LOG_SAMPLER=1 UPJET_CLEAR_SCHEMAFUNC=1 UPJET_STRIP_CACHE_METADATA=1 UPJET_SCHEME_FAMILY=1 UPJET_CACHE_AWS_CLIENT=1 UPJET_SUPPRESS_SDK_DEBUG_LOG=1 SECCACHE=true
